"","dict_cid","jake_cid","dict_cid_q","jake_cid_q1","jake_cid_q2","jake_cid_q3","jake_q","checked_spec","checked_q"
"171",194338739,"194338739",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"172",387077376,"387077376",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"173",113352592,"113352592",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"174",768114466,"768114466",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"175",938180781,"938180781",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"176",733365745,"733365745",143927994,"143927994","564684946","370121390","143927994",TRUE,TRUE
"177",148846635,"148846635",564684946,"143927994","564684946","370121390","564684946",TRUE,TRUE
"178",192663941,"192663941",564684946,"143927994","564684946","370121390","564684946",TRUE,TRUE
"179",245044197,"245044197",564684946,"143927994","564684946","370121390","564684946",TRUE,TRUE
"180",261025083,"261025083",564684946,"143927994","564684946","370121390","564684946",TRUE,TRUE
"181",580185896,"580185896",370121390,"143927994","564684946","370121390","370121390",TRUE,TRUE
"182",599607007,"599607007",370121390,"143927994","564684946","370121390","370121390",TRUE,TRUE
"183",785588454,"785588454",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"184",419659205,"419659205",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"185",653181757,"653181757",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"186",733619119,"733619119",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"187",843680322,"843680322",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"188",716343828,"716343828",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"189",497260033,"497260033",935378391,"935378391","558981691","192184336","935378391",TRUE,TRUE
"190",571926996,"571926996",558981691,"935378391","558981691","192184336","558981691",TRUE,TRUE
"191",645589113,"645589113",558981691,"935378391","558981691","192184336","558981691",TRUE,TRUE
"192",701056236,"701056236",558981691,"935378391","558981691","192184336","558981691",TRUE,TRUE
"193",398249766,"398249766",558981691,"935378391","558981691","192184336","558981691",TRUE,TRUE
"194",117544868,"117544868",192184336,"935378391","558981691","192184336","192184336",TRUE,TRUE
"195",868650023,"868650023",192184336,"935378391","558981691","192184336","192184336",TRUE,TRUE
"196",275244758,"275244758",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"197",688216428,"688216428",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"198",843674851,"843674851",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"199",570311888,"570311888",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"200",557852952,"557852952",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"201",970217879,"970217879",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"202",452103273,"452103273",320166033,"320166033","194944818","763354979","320166033",TRUE,TRUE
"203",101804763,"101804763",194944818,"320166033","194944818","763354979","194944818",TRUE,TRUE
"204",502068619,"502068619",194944818,"320166033","194944818","763354979","194944818",TRUE,TRUE
"205",787391994,"787391994",194944818,"320166033","194944818","763354979","194944818",TRUE,TRUE
"206",540340377,"540340377",194944818,"320166033","194944818","763354979","194944818",TRUE,TRUE
"207",677922318,"677922318",763354979,"320166033","194944818","763354979","763354979",TRUE,TRUE
"208",424347938,"424347938",763354979,"320166033","194944818","763354979","763354979",TRUE,TRUE
"209",666445636,"666445636",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"210",398622449,"398622449",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"211",521925072,"521925072",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"212",888514303,"888514303",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"213",905002640,"905002640",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"214",687407917,"687407917",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"215",932828568,"932828568",383535171,"383535171","508587741","355179190","383535171",TRUE,TRUE
"216",686611963,"686611963",508587741,"383535171","508587741","355179190","508587741",TRUE,TRUE
"217",900950849,"900950849",508587741,"383535171","508587741","355179190","508587741",TRUE,TRUE
"218",103689435,"103689435",508587741,"383535171","508587741","355179190","508587741",TRUE,TRUE
"219",659457234,"659457234",508587741,"383535171","508587741","355179190","508587741",TRUE,TRUE
"220",115195973,"115195973",355179190,"383535171","508587741","355179190","355179190",TRUE,TRUE
"221",706861475,"706861475",355179190,"383535171","508587741","355179190","355179190",TRUE,TRUE
"222",199489170,"199489170",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"223",605155921,"605155921",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"224",300476868,"300476868",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"225",384403974,"384403974",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"226",585153023,"585153023",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"227",248996395,"248996395",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"228",525778327,"525778327",133566757,"133566757","293954660","851731394","133566757",TRUE,TRUE
"229",860984191,"860984191",293954660,"133566757","293954660","851731394","293954660",TRUE,TRUE
"230",892150843,"892150843",293954660,"133566757","293954660","851731394","293954660",TRUE,TRUE
"231",230376384,"230376384",293954660,"133566757","293954660","851731394","293954660",TRUE,TRUE
"232",526462982,"526462982",293954660,"133566757","293954660","851731394","293954660",TRUE,TRUE
"233",993557817,"993557817",851731394,"133566757","293954660","851731394","851731394",TRUE,TRUE
"234",110516520,"110516520",851731394,"133566757","293954660","851731394","851731394",TRUE,TRUE
"235",295693777,"295693777",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"236",646099557,"646099557",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"237",886284650,"886284650",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"238",367684056,"367684056",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"239",389478638,"389478638",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"240",949478044,"949478044",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"241",298170847,"298170847",509553290,"509553290","268612977","172669345","509553290",TRUE,TRUE
"242",599753334,"599753334",268612977,"509553290","268612977","172669345","268612977",TRUE,TRUE
"243",467126157,"467126157",268612977,"509553290","268612977","172669345","268612977",TRUE,TRUE
"244",421779583,"421779583",268612977,"509553290","268612977","172669345","268612977",TRUE,TRUE
"245",587765197,"587765197",268612977,"509553290","268612977","172669345","268612977",TRUE,TRUE
"246",520630754,"520630754",172669345,"509553290","268612977","172669345","172669345",TRUE,TRUE
"247",142318726,"142318726",172669345,"509553290","268612977","172669345","172669345",TRUE,TRUE
"248",143093472,"143093472",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"249",746619983,"746619983",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"250",911964974,"911964974",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"251",711881258,"711881258",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"252",390941579,"390941579",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"253",737885885,"737885885",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"254",603853574,"603853574",239279719,"239279719","216096388","921998144","239279719",TRUE,TRUE
"255",450433102,"450433102",216096388,"239279719","216096388","921998144","216096388",TRUE,TRUE
"256",181005197,"181005197",216096388,"239279719","216096388","921998144","216096388",TRUE,TRUE
"257",855530921,"855530921",216096388,"239279719","216096388","921998144","216096388",TRUE,TRUE
"258",589689090,"589689090",216096388,"239279719","216096388","921998144","216096388",TRUE,TRUE
"259",872527709,"872527709",921998144,"239279719","216096388","921998144","921998144",TRUE,TRUE
"260",686647703,"686647703",921998144,"239279719","216096388","921998144","921998144",TRUE,TRUE
"261",117703279,"117703279",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"262",734790700,"734790700",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"263",278164536,"278164536",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"264",160188014,"160188014",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"265",596751155,"596751155",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"266",624226136,"624226136",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"267",807127029,"807127029",778711683,"778711683","757983656","670316988","778711683",TRUE,TRUE
"268",983038259,"983038259",757983656,"778711683","757983656","670316988","757983656",TRUE,TRUE
"269",313586037,"313586037",757983656,"778711683","757983656","670316988","757983656",TRUE,TRUE
"270",158186064,"158186064",757983656,"778711683","757983656","670316988","757983656",TRUE,TRUE
"271",274940131,"274940131",757983656,"778711683","757983656","670316988","757983656",TRUE,TRUE
"272",306092529,"306092529",670316988,"778711683","757983656","670316988","670316988",TRUE,TRUE
"273",258544530,"258544530",670316988,"778711683","757983656","670316988","670316988",TRUE,TRUE
"274",284547539,"284547539",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"275",802585033,"802585033",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"276",746533238,"746533238",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"277",128827522,"128827522",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"278",439447560,"439447560",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"279",286781627,"286781627",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"280",733929451,"733929451",632533534,"632533534","264797252","469914719","632533534",TRUE,TRUE
"281",890792569,"890792569",264797252,"632533534","264797252","469914719","264797252",TRUE,TRUE
"282",451394598,"451394598",264797252,"632533534","264797252","469914719","264797252",TRUE,TRUE
"283",984908796,"984908796",264797252,"632533534","264797252","469914719","264797252",TRUE,TRUE
"284",847327251,"847327251",264797252,"632533534","264797252","469914719","264797252",TRUE,TRUE
"285",952124199,"952124199",469914719,"632533534","264797252","469914719","469914719",TRUE,TRUE
"286",204186397,"204186397",469914719,"632533534","264797252","469914719","469914719",TRUE,TRUE
"287",493984171,"493984171",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"288",253017624,"253017624",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"289",404141282,"404141282",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"290",959804472,"959804472",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"291",774707280,"774707280",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"292",182144476,"182144476",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"293",294634899,"294634899",596318751,"596318751","263588196","845811202","596318751",TRUE,TRUE
"294",583500714,"583500714",263588196,"596318751","263588196","845811202","263588196",TRUE,TRUE
"295",742105146,"742105146",263588196,"596318751","263588196","845811202","263588196",TRUE,TRUE
"296",101341673,"101341673",263588196,"596318751","263588196","845811202","263588196",TRUE,TRUE
"297",237204853,"237204853",263588196,"596318751","263588196","845811202","263588196",TRUE,TRUE
"298",510435329,"510435329",845811202,"596318751","263588196","845811202","845811202",TRUE,TRUE
"299",520264332,"520264332",845811202,"596318751","263588196","845811202","845811202",TRUE,TRUE
"300",903896611,"903896611",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"301",855583262,"855583262",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"302",371588177,"371588177",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"303",962868433,"962868433",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"304",108530997,"108530997",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"305",110852652,"110852652",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"306",867109611,"867109611",992180692,"992180692","350394531","733317111","992180692",TRUE,TRUE
"307",652022112,"652022112",350394531,"992180692","350394531","733317111","350394531",TRUE,TRUE
"308",730666903,"730666903",350394531,"992180692","350394531","733317111","350394531",TRUE,TRUE
"309",168091937,"168091937",350394531,"992180692","350394531","733317111","350394531",TRUE,TRUE
"310",132779701,"132779701",350394531,"992180692","350394531","733317111","350394531",TRUE,TRUE
"311",584350267,"584350267",733317111,"992180692","350394531","733317111","733317111",TRUE,TRUE
"312",840147245,"840147245",733317111,"992180692","350394531","733317111","733317111",TRUE,TRUE
"313",970996351,"970996351",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"314",249657148,"249657148",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"315",190883115,"190883115",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"316",161170041,"161170041",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"317",660217075,"660217075",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"318",884494489,"884494489",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"319",403679963,"403679963",914696832,"914696832","668887646","443679537","914696832",TRUE,TRUE
"320",225725599,"225725599",668887646,"914696832","668887646","443679537","668887646",TRUE,TRUE
"321",977086216,"977086216",668887646,"914696832","668887646","443679537","668887646",TRUE,TRUE
"322",997041632,"997041632",668887646,"914696832","668887646","443679537","668887646",TRUE,TRUE
